mean_reliability,failure_rate,mean_production,production_variance,mean_accuracy,mean_load,mean_throughput,mode
0.5474333333333333,0.4525666666666667,0.8702385579073585,0.05002372345282303,0.43450647663486763,6.674914078693692,0.3673823662238439,baseline
0.6439833333333334,0.35601666666666665,0.9314376626023952,0.0509837950773582,0.4898207844102643,6.118410173907807,0.44530650732692045,load_aware
0.6411166666666667,0.35888333333333333,0.9276156228755615,0.04824894486845784,0.5041053445649093,5.979191737093692,0.45744672906625305,prediction_only
0.65525,0.34475,0.9343547106198222,0.04667436203130109,0.504058143319742,5.979212012293693,0.46137685145337964,improved
